#quantity: log10[(L/M*)/erg/s/Msun]
#line: SII6731-SII6716
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 31.60 31.90 32.15
8.30 2525 31.70 31.95 32.16
8.50 1406 31.74 31.98 32.18
8.70 752 31.82 32.01 32.19
8.90 334 31.87 32.02 32.18
9.10 144 31.82 31.98 32.17
9.30 69 31.80 31.92 32.13
9.50 22 31.75 31.83 31.98
