#quantity: log10(L^line/L^FUV)
#line: OII3726-OII3729
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.60 18 -2.93 -2.83 -2.65
43.80 38 -2.95 -2.75 -2.66
44.00 22 -2.91 -2.70 -2.59
44.20 12 -2.77 -2.72 -2.64
