#quantity: log10(L^line/L^FUV)
#line: OII3726-OII3729
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 -3.12 -2.96 -2.80
43.60 10074 -3.02 -2.88 -2.74
43.80 9326 -2.95 -2.81 -2.68
44.00 6001 -2.87 -2.73 -2.58
44.20 2632 -2.79 -2.64 -2.50
44.40 776 -2.71 -2.58 -2.47
44.60 157 -2.68 -2.57 -2.46
44.80 15 -2.63 -2.57 -2.49
