#quantity: log10(EW/Angstrom)
#line: OII3726-OII3729
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 1097 1.07 1.26 1.40
8.30 594 1.17 1.31 1.43
8.50 272 1.24 1.37 1.47
8.70 117 1.34 1.42 1.51
8.90 65 1.40 1.47 1.54
9.10 19 1.41 1.48 1.54
