#quantity: log10(EW/Angstrom)
#line: OII3726-OII3729
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 0.91 1.14 1.32
8.30 31348 1.03 1.21 1.36
8.50 20316 1.12 1.27 1.39
8.70 12322 1.21 1.33 1.43
8.90 7148 1.28 1.38 1.46
9.10 3907 1.33 1.41 1.48
9.30 2051 1.37 1.44 1.50
9.50 1003 1.39 1.46 1.51
9.70 428 1.37 1.45 1.51
9.90 216 1.34 1.43 1.49
10.10 81 1.30 1.39 1.48
10.30 33 1.22 1.32 1.38
