#quantity: log10(EW/Angstrom)
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 2.29 2.42 2.51
8.30 31348 2.32 2.42 2.50
8.50 20316 2.33 2.42 2.49
8.70 12322 2.34 2.42 2.48
8.90 7148 2.35 2.41 2.46
9.10 3907 2.36 2.41 2.46
9.30 2051 2.36 2.41 2.45
9.50 1003 2.36 2.40 2.44
9.70 428 2.34 2.39 2.44
9.90 216 2.33 2.38 2.43
10.10 81 2.33 2.37 2.41
10.30 33 2.32 2.37 2.42
