#quantity: log10(EW/Angstrom)
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 2.30 2.43 2.52
8.30 9746 2.33 2.43 2.51
8.50 5791 2.35 2.43 2.49
8.70 3269 2.36 2.43 2.49
8.90 1646 2.37 2.43 2.48
9.10 851 2.37 2.42 2.47
9.30 352 2.37 2.42 2.47
9.50 162 2.36 2.41 2.46
9.70 79 2.34 2.40 2.43
9.90 25 2.34 2.38 2.43
