#quantity: log10(EW/Angstrom)
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 1.53 1.75 1.90
8.30 9746 1.58 1.76 1.89
8.50 5791 1.62 1.77 1.88
8.70 3269 1.64 1.77 1.87
8.90 1646 1.67 1.77 1.87
9.10 851 1.67 1.76 1.85
9.30 352 1.65 1.76 1.84
9.50 162 1.65 1.74 1.82
9.70 79 1.61 1.71 1.80
9.90 25 1.57 1.70 1.77
