#quantity: log10(EW/Angstrom)
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 1.47 1.72 1.87
8.30 31348 1.53 1.73 1.86
8.50 20316 1.56 1.72 1.84
8.70 12322 1.59 1.72 1.83
8.90 7148 1.60 1.72 1.81
9.10 3907 1.61 1.71 1.80
9.30 2051 1.61 1.70 1.79
9.50 1003 1.60 1.69 1.78
9.70 428 1.57 1.67 1.76
9.90 216 1.54 1.64 1.74
10.10 81 1.48 1.61 1.70
10.30 33 1.42 1.56 1.63
