#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 34.24 34.60 34.90
8.30 31348 34.28 34.59 34.85
8.50 20316 34.27 34.54 34.78
8.70 12322 34.23 34.47 34.70
8.90 7148 34.14 34.37 34.60
9.10 3907 34.03 34.25 34.48
9.30 2051 33.88 34.11 34.36
9.50 1003 33.72 33.96 34.22
9.70 428 33.56 33.81 34.07
9.90 216 33.42 33.67 33.96
10.10 81 33.24 33.59 33.84
10.30 33 33.12 33.33 33.58
