#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 34.49 34.80 35.05
8.30 2525 34.50 34.76 35.00
8.50 1406 34.45 34.71 34.93
8.70 752 34.41 34.62 34.85
8.90 334 34.31 34.51 34.71
9.10 144 34.12 34.36 34.57
9.30 69 34.03 34.23 34.48
9.50 22 33.85 34.08 34.27
