#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 34.35 34.69 34.97
8.30 9746 34.39 34.68 34.94
8.50 5791 34.38 34.63 34.87
8.70 3269 34.32 34.55 34.78
8.90 1646 34.24 34.46 34.70
9.10 851 34.11 34.34 34.55
9.30 352 33.91 34.19 34.46
9.50 162 33.83 34.04 34.30
9.70 79 33.60 33.80 34.14
9.90 25 33.45 33.75 33.92
