#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 34.71 34.96 35.24
8.30 128 34.64 34.85 35.06
8.50 52 34.54 34.78 35.00
8.70 18 34.57 34.74 34.94
8.90 11 34.44 34.63 34.86
