#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 1097 34.59 34.89 35.11
8.30 594 34.56 34.85 35.06
8.50 272 34.54 34.79 35.00
8.70 117 34.48 34.71 34.91
8.90 65 34.37 34.58 34.77
9.10 19 34.30 34.45 34.64
