#quantity: log10(EW/Angstrom)
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 2.71 2.93 3.08
8.30 9746 2.75 2.94 3.07
8.50 5791 2.78 2.93 3.06
8.70 3269 2.80 2.93 3.04
8.90 1646 2.82 2.93 3.03
9.10 851 2.82 2.92 3.01
9.30 352 2.80 2.91 3.00
9.50 162 2.80 2.90 2.98
9.70 79 2.77 2.86 2.97
9.90 25 2.73 2.85 2.93
