#quantity: log10(EW/Angstrom)
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 2.77 2.96 3.10
8.30 2525 2.80 2.96 3.07
8.50 1406 2.80 2.95 3.06
8.70 752 2.82 2.94 3.04
8.90 334 2.84 2.94 3.00
9.10 144 2.82 2.91 3.00
9.30 69 2.84 2.93 3.00
9.50 22 2.80 2.89 2.97
