#quantity: log10(EW/Angstrom)
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 2.63 2.89 3.04
8.30 31348 2.69 2.89 3.03
8.50 20316 2.71 2.88 3.01
8.70 12322 2.73 2.88 2.99
8.90 7148 2.74 2.87 2.97
9.10 3907 2.74 2.86 2.96
9.30 2051 2.74 2.84 2.94
9.50 1003 2.73 2.84 2.93
9.70 428 2.70 2.81 2.91
9.90 216 2.68 2.79 2.89
10.10 81 2.61 2.76 2.85
10.30 33 2.54 2.70 2.77
