#quantity: log10(L^line/L^FUV)
#line: CIII1909-CIII1907
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 -2.80 -2.59 -2.43
43.60 2641 -2.62 -2.46 -2.34
43.80 2955 -2.52 -2.40 -2.30
44.00 1889 -2.46 -2.37 -2.28
44.20 762 -2.43 -2.35 -2.27
44.40 201 -2.42 -2.35 -2.28
44.60 39 -2.39 -2.35 -2.27
