#quantity: log10(L^line/L^FUV)
#line: CIII1909-CIII1907
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 194 -2.74 -2.56 -2.42
43.60 536 -2.61 -2.45 -2.34
43.80 712 -2.48 -2.37 -2.28
44.00 445 -2.42 -2.33 -2.26
44.20 196 -2.39 -2.32 -2.25
44.40 55 -2.38 -2.30 -2.24
