#quantity: log10(L^line/L^FUV)
#line: CIII1909-CIII1907
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 28 -2.79 -2.59 -2.43
43.60 87 -2.57 -2.44 -2.34
43.80 171 -2.48 -2.37 -2.29
44.00 115 -2.41 -2.32 -2.23
44.20 43 -2.36 -2.29 -2.24
