#quantity: log10(L^line/L^FUV)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 -3.17 -2.95 -2.77
43.60 32284 -3.02 -2.85 -2.71
43.80 27929 -2.91 -2.78 -2.66
44.00 17473 -2.82 -2.71 -2.60
44.20 7842 -2.75 -2.64 -2.55
44.40 2495 -2.71 -2.61 -2.53
44.60 520 -2.70 -2.60 -2.52
44.80 88 -2.69 -2.59 -2.52
