#quantity: log10(L^line/L^FUV)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 194 -3.18 -2.99 -2.79
43.60 536 -3.05 -2.86 -2.72
43.80 712 -2.91 -2.77 -2.66
44.00 445 -2.82 -2.71 -2.61
44.20 196 -2.78 -2.65 -2.54
44.40 55 -2.70 -2.63 -2.49
