#quantity: log10(L^line/L^FUV)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 -3.16 -2.96 -2.77
43.60 10074 -3.01 -2.85 -2.70
43.80 9326 -2.91 -2.77 -2.65
44.00 6001 -2.82 -2.70 -2.58
44.20 2632 -2.74 -2.63 -2.53
44.40 776 -2.69 -2.58 -2.49
44.60 157 -2.67 -2.58 -2.50
44.80 15 -2.79 -2.60 -2.50
