#quantity: log10(L^line/L^FUV)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 28 -3.15 -2.97 -2.81
43.60 87 -2.98 -2.85 -2.70
43.80 171 -2.89 -2.78 -2.66
44.00 115 -2.80 -2.70 -2.62
44.20 43 -2.77 -2.64 -2.57
