#quantity: log10(L^line/L^FUV)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 -3.23 -3.01 -2.82
43.60 2641 -3.06 -2.88 -2.73
43.80 2955 -2.94 -2.80 -2.68
44.00 1889 -2.85 -2.73 -2.63
44.20 762 -2.79 -2.67 -2.57
44.40 201 -2.74 -2.64 -2.54
44.60 39 -2.70 -2.63 -2.56
