#quantity: log10(EW/Angstrom)
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 1.45 1.60 1.73
43.60 2641 1.60 1.74 1.85
43.80 2955 1.68 1.81 1.91
44.00 1889 1.71 1.83 1.93
44.20 762 1.74 1.83 1.92
44.40 201 1.74 1.82 1.90
44.60 39 1.76 1.84 1.91
