#quantity: log10(EW/Angstrom)
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 28 1.47 1.58 1.69
43.60 87 1.66 1.75 1.85
43.80 171 1.72 1.83 1.91
44.00 115 1.81 1.89 1.98
44.20 43 1.83 1.90 1.96
