#quantity: log10(EW/Angstrom)
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 1.47 1.64 1.78
43.60 32284 1.58 1.73 1.85
43.80 27929 1.63 1.77 1.88
44.00 17473 1.65 1.77 1.88
44.20 7842 1.68 1.78 1.88
44.40 2495 1.70 1.79 1.87
44.60 520 1.69 1.78 1.86
44.80 88 1.69 1.79 1.85
