#quantity: log10(EW/Angstrom)
#line: HI4340
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 1.48 1.64 1.77
43.60 10074 1.61 1.75 1.86
43.80 9326 1.67 1.80 1.91
44.00 6001 1.71 1.82 1.93
44.20 2632 1.73 1.84 1.93
44.40 776 1.76 1.85 1.93
44.60 157 1.77 1.83 1.91
44.80 15 1.64 1.79 1.93
