#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 33.72 33.98 34.24
8.30 128 33.67 33.93 34.09
8.50 52 33.68 33.90 34.14
8.70 18 33.72 33.89 34.08
8.90 11 33.78 33.93 34.02
