#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 33.50 33.82 34.06
8.30 2525 33.54 33.80 34.03
8.50 1406 33.53 33.79 33.99
8.70 752 33.55 33.76 33.95
8.90 334 33.55 33.72 33.87
9.10 144 33.46 33.61 33.82
9.30 69 33.40 33.56 33.78
9.50 22 33.31 33.43 33.58
