#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 33.37 33.70 33.99
8.30 9746 33.43 33.72 33.97
8.50 5791 33.47 33.71 33.94
8.70 3269 33.47 33.69 33.91
8.90 1646 33.47 33.66 33.88
9.10 851 33.43 33.61 33.79
9.30 352 33.32 33.52 33.73
9.50 162 33.22 33.44 33.60
9.70 79 33.04 33.23 33.48
9.90 25 32.84 33.05 33.27
