#quantity: log10[(L/M*)/erg/s/Msun]
#line: HI6563
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 1097 33.61 33.91 34.12
8.30 594 33.62 33.88 34.11
8.50 272 33.63 33.87 34.08
8.70 117 33.65 33.86 34.03
8.90 65 33.67 33.84 33.99
9.10 19 33.57 33.70 34.00
