#quantity: log10(EW/Angstrom)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 0.85 1.08 1.28
43.60 10074 1.03 1.22 1.39
43.80 9326 1.15 1.31 1.44
44.00 6001 1.24 1.36 1.47
44.20 2632 1.29 1.41 1.50
44.40 776 1.34 1.43 1.52
44.60 157 1.36 1.42 1.49
44.80 15 1.14 1.38 1.54
