#quantity: log10(EW/Angstrom)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 0.78 1.02 1.23
43.60 2641 1.00 1.20 1.37
43.80 2955 1.14 1.30 1.44
44.00 1889 1.23 1.35 1.46
44.20 762 1.28 1.39 1.49
44.40 201 1.30 1.39 1.48
44.60 39 1.35 1.41 1.50
