#quantity: log10(EW/Angstrom)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 28 0.83 1.05 1.23
43.60 87 1.08 1.25 1.39
43.80 171 1.20 1.34 1.47
44.00 115 1.29 1.42 1.53
44.20 43 1.37 1.46 1.52
