#quantity: log10(EW/Angstrom)
#line: NeIII3967
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 0.57 0.82 1.00
8.30 2525 0.66 0.86 1.01
8.50 1406 0.72 0.89 1.02
8.70 752 0.80 0.92 1.03
8.90 334 0.85 0.94 1.02
9.10 144 0.85 0.94 1.02
9.30 69 0.87 0.94 1.04
9.50 22 0.86 0.91 0.99
