#quantity: log10(EW/Angstrom)
#line: CIII1909-CIII1907
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.60 18 0.90 1.00 1.10
43.80 38 0.98 1.08 1.18
44.00 22 1.04 1.12 1.19
44.20 12 1.08 1.14 1.20
