#quantity: log10(EW/Angstrom)
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 1119 2.23 2.35 2.45
43.60 2641 2.31 2.40 2.49
43.80 2955 2.36 2.43 2.51
44.00 1889 2.37 2.44 2.50
44.20 762 2.37 2.43 2.48
44.40 201 2.37 2.42 2.47
44.60 39 2.37 2.42 2.47
