#quantity: log10(EW/Angstrom)
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 2.27 2.38 2.48
43.60 10074 2.33 2.43 2.51
43.80 9326 2.37 2.45 2.51
44.00 6001 2.39 2.45 2.51
44.20 2632 2.39 2.45 2.50
44.40 776 2.39 2.45 2.50
44.60 157 2.38 2.44 2.48
44.80 15 2.35 2.41 2.47
