#quantity: log10(EW/Angstrom)
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 194 2.25 2.37 2.44
43.60 536 2.32 2.41 2.48
43.80 712 2.38 2.44 2.50
44.00 445 2.39 2.45 2.51
44.20 196 2.41 2.46 2.50
44.40 55 2.41 2.44 2.49
