#quantity: log10(EW/Angstrom)
#line: HI1216
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 2.28 2.40 2.50
43.60 32284 2.33 2.43 2.51
43.80 27929 2.36 2.44 2.50
44.00 17473 2.37 2.44 2.49
44.20 7842 2.38 2.43 2.48
44.40 2495 2.38 2.43 2.47
44.60 520 2.37 2.42 2.46
44.80 88 2.38 2.42 2.45
