#quantity: log10(L^line/L^FUV)
#line: NII6583
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 -4.23 -4.05 -3.87
43.60 32284 -4.13 -3.96 -3.80
43.80 27929 -4.04 -3.88 -3.70
44.00 17473 -3.94 -3.75 -3.53
44.20 7842 -3.84 -3.63 -3.39
44.40 2495 -3.76 -3.54 -3.32
44.60 520 -3.66 -3.46 -3.30
44.80 88 -3.57 -3.44 -3.31
