#quantity: log10[(L/M*)/erg/s/Msun]
#line: CIII1909-CIII1907
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 32.97 33.30 33.56
8.30 128 32.94 33.21 33.38
8.50 52 32.84 33.16 33.41
8.70 18 32.97 33.13 33.34
8.90 11 32.90 33.11 33.23
