#quantity: log10[(L/M*)/erg/s/Msun]
#line: CIII1909-CIII1907
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 32.59 32.97 33.28
8.30 9746 32.68 32.99 33.27
8.50 5791 32.72 32.98 33.23
8.70 3269 32.70 32.94 33.17
8.90 1646 32.65 32.86 33.10
9.10 851 32.52 32.75 32.97
9.30 352 32.32 32.60 32.87
9.50 162 32.18 32.46 32.71
9.70 79 31.96 32.16 32.55
9.90 25 31.76 32.06 32.35
