#quantity: log10(EW/Angstrom)
#line: NII6583
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 28 0.49 0.63 0.75
43.60 87 0.57 0.72 0.88
43.80 171 0.67 0.80 0.94
44.00 115 0.75 0.87 0.98
44.20 43 0.80 0.93 1.05
