#quantity: log10[(L/M*)/erg/s/Msun]
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 33.28 33.67 33.99
8.30 9746 33.41 33.74 34.00
8.50 5791 33.49 33.76 34.01
8.70 3269 33.53 33.77 34.00
8.90 1646 33.56 33.77 33.98
9.10 851 33.53 33.72 33.91
9.30 352 33.41 33.63 33.84
9.50 162 33.33 33.53 33.71
9.70 79 33.09 33.32 33.58
9.90 25 32.90 33.13 33.39
