#quantity: log10[(L/M*)/erg/s/Msun]
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 1097 33.53 33.89 34.14
8.30 594 33.60 33.91 34.15
8.50 272 33.66 33.92 34.16
8.70 117 33.71 33.93 34.15
8.90 65 33.77 33.96 34.06
9.10 19 33.68 33.84 34.08
