#quantity: log10[(L/M*)/erg/s/Msun]
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 33.41 33.79 34.06
8.30 2525 33.51 33.81 34.05
8.50 1406 33.55 33.83 34.05
8.70 752 33.61 33.84 34.03
8.90 334 33.64 33.80 33.98
9.10 144 33.55 33.72 33.94
9.30 69 33.49 33.64 33.89
9.50 22 33.39 33.52 33.69
