#quantity: log10[(L/M*)/erg/s/Msun]
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 33.12 33.57 33.89
8.30 31348 33.27 33.62 33.89
8.50 20316 33.36 33.65 33.89
8.70 12322 33.42 33.66 33.88
8.90 7148 33.44 33.65 33.86
9.10 3907 33.43 33.61 33.80
9.30 2051 33.36 33.54 33.74
9.50 1003 33.25 33.44 33.64
9.70 428 33.10 33.29 33.51
9.90 216 32.90 33.10 33.38
10.10 81 32.70 32.99 33.23
10.30 33 32.44 32.63 32.91
