#quantity: log10[(L/M*)/erg/s/Msun]
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 33.66 34.03 34.26
8.30 128 33.68 33.96 34.15
8.50 52 33.74 33.95 34.22
8.70 18 33.84 33.97 34.19
8.90 11 33.89 34.05 34.11
