#quantity: log10(EW/Angstrom)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 1.91 2.16 2.31
8.30 31348 1.97 2.17 2.30
8.50 20316 2.00 2.16 2.29
8.70 12322 2.02 2.16 2.27
8.90 7148 2.04 2.16 2.26
9.10 3907 2.04 2.15 2.24
9.30 2051 2.04 2.14 2.23
9.50 1003 2.04 2.13 2.22
9.70 428 2.00 2.12 2.20
9.90 216 1.98 2.09 2.18
10.10 81 1.92 2.04 2.15
10.30 33 1.85 1.99 2.07
