#quantity: log10(EW/Angstrom)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 1097 2.08 2.26 2.37
8.30 594 2.12 2.25 2.36
8.50 272 2.12 2.26 2.36
8.70 117 2.16 2.27 2.34
8.90 65 2.20 2.26 2.33
9.10 19 2.17 2.22 2.37
