#quantity: log10(EW/Angstrom)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 2.03 2.22 2.36
8.30 2525 2.06 2.22 2.34
8.50 1406 2.07 2.22 2.33
8.70 752 2.10 2.22 2.31
8.90 334 2.12 2.21 2.28
9.10 144 2.10 2.19 2.28
9.30 69 2.13 2.20 2.28
9.50 22 2.10 2.17 2.24
