#quantity: log10(EW/Angstrom)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 2.14 2.28 2.40
8.30 128 2.14 2.27 2.35
8.50 52 2.14 2.27 2.36
8.70 18 2.20 2.29 2.38
8.90 11 2.23 2.30 2.33
