#quantity: log10(EW/Angstrom)
#line: HI4861
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 15827 1.97 2.19 2.34
8.30 9746 2.03 2.21 2.34
8.50 5791 2.06 2.21 2.33
8.70 3269 2.08 2.21 2.31
8.90 1646 2.11 2.21 2.31
9.10 851 2.11 2.20 2.29
9.30 352 2.09 2.20 2.28
9.50 162 2.09 2.19 2.26
9.70 79 2.05 2.15 2.25
9.90 25 2.00 2.14 2.21
