#quantity: log10(L^line/L^FUV)
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 28 -2.02 -1.83 -1.67
43.60 87 -1.86 -1.71 -1.56
43.80 171 -1.77 -1.65 -1.51
44.00 115 -1.68 -1.57 -1.47
44.20 43 -1.63 -1.50 -1.38
