#quantity: log10(L^line/L^FUV)
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 6373 -2.04 -1.83 -1.64
43.60 10074 -1.89 -1.72 -1.57
43.80 9326 -1.78 -1.64 -1.51
44.00 6001 -1.69 -1.56 -1.42
44.20 2632 -1.61 -1.47 -1.35
44.40 776 -1.54 -1.41 -1.30
44.60 157 -1.52 -1.41 -1.31
44.80 15 -1.61 -1.41 -1.32
