#quantity: log10(L^line/L^FUV)
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 24237 -2.05 -1.82 -1.64
43.60 32284 -1.89 -1.72 -1.58
43.80 27929 -1.78 -1.64 -1.52
44.00 17473 -1.69 -1.56 -1.43
44.20 7842 -1.61 -1.48 -1.36
44.40 2495 -1.56 -1.44 -1.33
44.60 520 -1.52 -1.42 -1.32
44.80 88 -1.52 -1.40 -1.32
