#quantity: log10(L^line/L^FUV)
#line: OIII5007
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(L^FUV/erg/s) N P16 P50 P84
43.40 194 -2.06 -1.86 -1.66
43.60 536 -1.92 -1.73 -1.58
43.80 712 -1.78 -1.64 -1.52
44.00 445 -1.69 -1.57 -1.46
44.20 196 -1.65 -1.50 -1.36
44.40 55 -1.55 -1.47 -1.32
