#quantity: log10(EW/Angstrom)
#line: NII6583
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 0.46 0.66 0.83
8.30 2525 0.56 0.73 0.87
8.50 1406 0.64 0.79 0.91
8.70 752 0.74 0.86 0.95
8.90 334 0.81 0.92 1.01
9.10 144 0.89 0.96 1.05
9.30 69 0.95 1.02 1.09
9.50 22 1.01 1.05 1.10
