#quantity: log10(EW/Angstrom)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 246 1.14 1.34 1.50
8.30 128 1.19 1.35 1.48
8.50 52 1.15 1.38 1.49
8.70 18 1.31 1.44 1.52
8.90 11 1.38 1.46 1.49
