#quantity: log10(EW/Angstrom)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 4599 0.96 1.23 1.42
8.30 2525 1.06 1.27 1.43
8.50 1406 1.11 1.30 1.44
8.70 752 1.19 1.33 1.44
8.90 334 1.25 1.34 1.44
9.10 144 1.24 1.34 1.43
9.30 69 1.26 1.35 1.45
9.50 22 1.25 1.31 1.39
