#quantity: log10(EW/Angstrom)
#line: NeIII3869
#z:13
#SPS: BPASSv2.2.1.binary
#IMF: ModSalpeter_300
log10(M*/Msun) N P16 P50 P84
8.10 47485 0.81 1.15 1.36
8.30 31348 0.95 1.21 1.38
8.50 20316 1.04 1.25 1.39
8.70 12322 1.11 1.28 1.40
8.90 7148 1.17 1.30 1.41
9.10 3907 1.20 1.31 1.41
9.30 2051 1.21 1.31 1.40
9.50 1003 1.20 1.30 1.39
9.70 428 1.16 1.27 1.36
9.90 216 1.08 1.21 1.34
10.10 81 1.01 1.16 1.27
10.30 33 0.87 1.05 1.15
